Time,RigidBody,x,y,z,qx,qy,qz,qw,Δx,Δy,Δz,Δqx,Δqy,Δqz,Δqw,ST_A_x_interp,ST_A_y_interp,ST_A_z_interp
1749911364,snake_tip,0.077902928,-0.091802478,1.197447777,-0.018302446,0.123177998,-0.344524682,0.930480957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
1749911364,ST_C,0.141371921,-0.186254337,1.695728898,-0.043700229,-0.009028104,-0.342257708,0.938545942,0.06346899300000002,-0.09445185899999999,0.498281121,-0.06875357160128684,-0.11521704008315427,0.010436106120147342,0.9909031576070351,,,
1749911364,ST_A,0.208673596,-0.132670894,1.675847888,0.097453482,0.143938318,-0.349279732,0.920754135,0.13077066799999998,-0.040868416000000005,0.478400111,0.11409739880754219,-0.019452592437424247,-0.022414164127209212,0.9930261756264508,0.208673596,-0.132670894,1.675847888
1749911364,ST_B,0.067487545,-0.100361571,1.718655825,0.306068599,0.081735194,-0.043086659,0.94751513,-0.010415383,-0.00855909299999999,0.5212080479999999,0.32498533062631196,-0.14689676223757792,0.2471541770336936,0.9009554311377567,,,
1749911364,ST_D,0.151995897,-0.020341568,1.687339902,-0.086063817,0.093526095,0.411871642,0.902334511,0.074092969,0.07146091,0.4898921249999999,0.019389760259044545,0.013065860786310045,0.7030047138569395,0.7108007405552784,,,
1749911365,snake_tip,0.078234628,-0.089482218,1.197639108,-0.012187215,0.121117339,-0.34750098,0.929744661,0.0003317000000000042,0.0023202600000000045,0.00019133099999990577,0.004600067957815715,-0.0039880302987505886,-0.0037386078107997994,0.9999744785747068,,,
1749911365,ST_C,0.141303629,-0.186003119,1.697568893,-0.052441083,-0.030313175,-0.351508766,0.934222996,0.06340070099999999,-0.09420064099999999,0.5001211159999999,-0.08543865299775259,-0.13164778363578014,0.0018050606411917822,0.9876061155105298,,,
1749911365,ST_A,0.209011063,-0.133299083,1.676016569,0.103705101,0.142114565,-0.354138464,0.918495834,0.13110813500000001,-0.041496605000000006,0.4785687919999999,0.11864626143134405,-0.023114150778799233,-0.028449845303032583,0.9922597477396601,0.209011063,-0.133299083,1.676016569
1749911365,ST_B,0.067798495,-0.100199863,1.718797326,0.30188024,0.082488202,-0.046275146,0.948642433,-0.010104432999999996,-0.008397384999999993,0.521349549,0.3209754807171615,-0.14495033806621394,0.24507788721526308,0.9032723672685776,,,
1749911365,ST_D,0.152304098,-0.020129465,1.686482191,-0.10302455,0.087238498,0.413524747,0.900429189,0.07440117,0.07167301300000001,0.48903441400000003,0.0016106410343168652,0.013323711470770081,0.7060906902158892,0.7079942243680745,,,
1749911365,snake_tip,0.07884749,-0.088283539,1.197282553,-0.012586963,0.121432416,-0.343775719,0.931082189,0.0009445620000000099,0.0035189390000000126,-0.00016522400000007487,0.004820011986038415,-0.0036537066228644523,0.00023196174892382718,0.9999816818852811,,,
1749911365,ST_C,0.140783355,-0.185367793,1.696384072,-0.048021942,-0.017530475,-0.346422404,0.936684549,0.062880427,-0.093565315,0.49893629500000003,-0.07625119445949358,-0.1214863508720924,0.006607594559825967,0.9896378941761559,,,
1749911365,ST_A,0.208102286,-0.132818624,1.676842332,0.074687883,0.156670064,-0.355814487,0.918298602,0.130199358,-0.04101614599999999,0.47939455500000006,0.09645095475688072,0.0004202331645911661,-0.026769420809419547,0.9949776051952636,0.208102286,-0.132818624,1.676842332
