case,time,act1,act2,x,y,z,del_x,del_y,del_z,qx,qy,qz,qw,act1_norm,act2_norm
case7_processed.csv,1749911623.8,-0.016027688236586287,0.009296147901199175,0.15276358422,0.010011406410000003,1.2351092482400001,-0.017972829280000015,-0.05070525609,-0.030273667510000022,0.3802061365244468,0.07391527963137741,-0.32728327824700815,0.8618964444560961,-0.17777293180020035,0.1031092845362484
case7_processed.csv,1749911624.0,-0.014599558014799155,0.0045784952341085955,0.1563233376,0.017090516200000003,1.238460517,-0.014413075900000016,-0.0436261463,-0.02692239875000002,0.40319341470095355,0.0725465469421491,-0.32382031417993806,0.8528261680981428,-0.1619326625878237,0.05078290199972644
case7_processed.csv,1749911624.1,-0.009892258826354298,0.006006403545003386,0.15856261512,0.011335516250000002,1.23674881227,-0.012173798380000017,-0.04938114625000001,-0.028634103480000016,0.3907106513390481,0.06113257134605887,-0.3249331702791358,0.8590846468789826,-0.10972111684036406,0.06662070986213496
case7_processed.csv,1749911624.2,-0.005184959637909443,0.007434311855898176,0.16080189264000003,0.005580516300000003,1.2350371075400002,-0.009934520860000018,-0.0551361462,-0.030345808210000012,0.3781003189078589,0.049698635645981704,-0.32593993400033,0.8650626300335508,-0.057509571092904416,0.08245851772454349
case7_processed.csv,1749911624.3,-0.0004776604494645866,0.008862220166792969,0.16304117016,-0.00017448365000000132,1.23332540281,-0.007695243340000018,-0.060891146150000006,-0.03205751294000001,0.36536653474681896,0.03824847308167058,-0.3268402766299048,0.8707581657191102,-0.00529802534544474,0.098296325586952
case7_processed.csv,1749911624.4,0.00422963873898027,0.010290128477687756,0.16528044768,-0.005929483599999999,1.23161369808,-0.005455965820000019,-0.06664614610000001,-0.033769217670000004,0.352513456502996,0.026785822191034557,-0.327633904201287,0.8761693943134984,0.046913520402014894,0.11413413344936052
case7_processed.csv,1749911624.5,0.008936937927425125,0.011718036788582548,0.1675197252,-0.01168448355,1.22990199335,-0.00321668830000002,-0.07240114605,-0.0354809224,0.33954528077359913,0.015314425589486378,-0.3283205575909277,0.881294549022303,0.09912506614947454,0.12997194131176903
case7_processed.csv,1749911624.6,0.013644237115869984,0.01314594509947734,0.16975900272,-0.017439483500000005,1.22819028862,-0.0009774107800000192,-0.07815614600000001,-0.03719262713,0.326466241735768,0.0038380287479591302,-0.32890001260290697,0.8861319564557305,0.15133661189693423,0.14580974917417758
case7_processed.csv,1749911624.7,0.01835153630431484,0.01457385341037213,0.17199828024,-0.023194483450000004,1.22647858389,0.00126186673999998,-0.08391114595,-0.038904331859999995,0.3132806097640918,-0.007639621230009551,-0.3293720800421355,0.8906800371749768,0.20354815764439388,0.1616475570365861
case7_processed.csv,1749911624.8,0.023058835492759694,0.016001761721266917,0.17423755776,-0.0289494834,1.2247668791600002,0.0035011442599999784,-0.08966614590000001,-0.040616036589999994,0.2999926900363094,-0.019114776831726528,-0.3297366057761278,0.8949373062079213,0.2557597033918535,0.1774853648989946
case7_processed.csv,1749911624.9,0.02776613468120455,0.01742967003216171,0.17647683528,-0.03470448335,1.22305517443,0.005740421779999978,-0.09542114585,-0.042327741319999994,0.2866068211276468,-0.030583691358925483,-0.3299934707853267,0.898902373533979,0.3079712491393132,0.19332317276140312
case7_processed.csv,1749911625.0,0.032473433869649404,0.0188575783430565,0.1787161128,-0.0404594833,1.2213434697,0.007979699299999976,-0.1011761458,-0.044039446049999986,0.2731273735942492,-0.042042620151083586,-0.3301425912019645,0.9025739445379484,0.3601827948867728,0.20916098062381164
case7_processed.csv,1749911625.1,0.03314500374459211,0.020892095516725127,0.17766702037999998,-0.046129388300000004,1.2199339199900001,0.006930606879999976,-0.10684605080000001,-0.04544899575999999,0.25565246330701363,-0.04558120536399681,-0.33160479343585997,0.906974328574399,0.3676315887374502,0.2317270598625705
case7_processed.csv,1749911625.2,0.033816573619534815,0.022926612690393755,0.17661792796,-0.0517992933,1.2185243702800002,0.005881514459999976,-0.11251595580000001,-0.04685854546999999,0.23809078572675055,-0.049104320521385414,-0.33295445049843503,0.9110668896142791,0.3750803825881276,0.25429313910132934
case7_processed.csv,1749911625.3,0.03448814349447751,0.02496112986406238,0.17556883553999997,-0.057469198299999996,1.21711482057,0.004832422039999975,-0.11818586079999999,-0.04826809518,0.22044830120762574,-0.05261076989385461,-0.3341911043221698,0.9148502386608294,0.3825291764388049,0.27685921834008814
case7_processed.csv,1749911625.4,0.03515971336942021,0.026995647037731003,0.17451974312,-0.0631391033,1.21570527086,0.003783329619999975,-0.12385576579999999,-0.04967764489,0.20273099752931562,-0.05609936340830181,-0.3353143351923339,0.9183230916624472,0.38997797028948233,0.299425297578847
