Time,RigidBody,x,y,z,qx,qy,qz,qw
1749911364,snake_tip,0.077902928,-0.091802478,1.197447777,-0.018302446,0.123177998,-0.344524682,0.930480957
1749911364,ST_C,0.141371921,-0.186254337,1.695728898,-0.043700229,-0.009028104,-0.342257708,0.938545942
1749911364,ST_A,0.208673596,-0.132670894,1.675847888,0.097453482,0.143938318,-0.349279732,0.920754135
1749911364,ST_B,0.067487545,-0.100361571,1.718655825,0.306068599,0.081735194,-0.043086659,0.94751513
1749911364,ST_D,0.151995897,-0.020341568,1.687339902,-0.086063817,0.093526095,0.411871642,0.902334511
1749911365,snake_tip,0.078234628,-0.089482218,1.197639108,-0.012187215,0.121117339,-0.34750098,0.929744661
1749911365,ST_C,0.141303629,-0.186003119,1.697568893,-0.052441083,-0.030313175,-0.351508766,0.934222996
1749911365,ST_A,0.209011063,-0.133299083,1.676016569,0.103705101,0.142114565,-0.354138464,0.918495834
1749911365,ST_B,0.067798495,-0.100199863,1.718797326,0.30188024,0.082488202,-0.046275146,0.948642433
1749911365,ST_D,0.152304098,-0.020129465,1.686482191,-0.10302455,0.087238498,0.413524747,0.900429189
1749911365,snake_tip,0.07884749,-0.088283539,1.197282553,-0.012586963,0.121432416,-0.343775719,0.931082189
1749911365,ST_C,0.140783355,-0.185367793,1.696384072,-0.048021942,-0.017530475,-0.346422404,0.936684549
1749911365,ST_A,0.208102286,-0.132818624,1.676842332,0.074687883,0.156670064,-0.355814487,0.918298602
1749911365,ST_B,0.067008369,-0.099450804,1.718456745,0.286285996,0.078293122,-0.046555072,0.953804553
1749911365,ST_D,0.151732787,-0.019509833,1.687265992,-0.09599939,0.078345314,0.413497448,0.902034342
1749911365,snake_tip,0.079451606,-0.087155066,1.197525859,-0.009876354,0.123845063,-0.340934664,0.931841433
1749911365,ST_C,0.141719937,-0.184965044,1.697766781,-0.054564863,-0.02449974,-0.346823961,0.93602109
1749911365,ST_A,0.208853677,-0.133015692,1.676563025,0.079501189,0.160980552,-0.361101329,0.915079594
1749911365,ST_B,0.067902908,-0.099224783,1.719016671,0.281909347,0.080604441,-0.046260502,0.954929292
1749911365,ST_D,0.152068436,-0.019081138,1.686436772,-0.101032458,0.091241397,0.414248526,0.899925351
1749911365,snake_tip,0.080002785,-0.087442003,1.196959615,-0.010338163,0.120095402,-0.340919614,0.932332516
1749911365,ST_C,0.141157061,-0.185974136,1.695775151,-0.041274931,-0.022444591,-0.350941479,0.935217977
1749911365,ST_A,0.208967552,-0.13298063,1.675111175,0.095186956,0.157630593,-0.351764053,0.91779846
1749911365,ST_B,0.067458987,-0.100193247,1.718155384,0.313218087,0.083101362,-0.041893885,0.945110261
1749911365,ST_D,0.151988491,-0.019923532,1.686363697,-0.099476889,0.08658088,0.411174685,0.901966453
1749911365,snake_tip,0.079097331,-0.088977166,1.197780132,-0.013857604,0.121484496,-0.33948034,0.932632089
1749911365,ST_C,0.142103732,-0.185045436,1.697745323,-0.057364102,-0.023462137,-0.34623611,0.93609798
1749911365,ST_A,0.209144786,-0.132220611,1.677333117,0.079895422,0.139666468,-0.353310347,0.921564877
1749911365,ST_B,0.068231635,-0.099435046,1.718960285,0.247758493,0.078186117,-0.050284531,0.964351714
1749911365,ST_D,0.152333811,-0.019245734,1.686885476,-0.100093544,0.08451087,0.414652348,0.900501311
1749911365,snake_tip,0.078982241,-0.090569109,1.197115183,-0.014562253,0.120679773,-0.342452407,0.931638718
1749911365,ST_C,0.14185296,-0.185900703,1.694901586,-0.037437387,-0.011605483,-0.350892603,0.935595036
1749911365,ST_A,0.209992319,-0.132061124,1.674696326,0.094580166,0.156057939,-0.344120353,0.921022117
1749911365,ST_B,0.068296932,-0.100030452,1.718300223,0.236264437,0.077361546,-0.054558709,0.967066526
1749911365,ST_D,0.152712986,-0.019802751,1.686570525,-0.099625103,0.081484057,0.41495955,0.900690675
1749911365,snake_tip,0.078302063,-0.091281131,1.197673559,-0.018354289,0.120527327,-0.343559772,0.931183636
1749911365,ST_C,0.141591221,-0.185502037,1.696535587,-0.048074014,-0.014012086,-0.348194301,0.936083972
1749911365,ST_A,0.209972769,-0.131117791,1.676718712,0.097245514,0.137134537,-0.337578207,0.926163256
1749911365,ST_B,0.068118036,-0.099530853,1.718828678,0.262264282,0.078346536,-0.049689755,0.960526049
1749911365,ST_D,0.152535573,-0.019694747,1.687336802,-0.093291976,0.080729507,0.413111091,0.902285218
1749911365,snake_tip,0.077857725,-0.090489239,1.197224617,-0.01567764,0.124319673,-0.341298997,0.931565225
1749911365,ST_C,0.142903194,-0.185311839,1.696340561,-0.052841414,-0.01542253,-0.343979329,0.937362313
1749911365,ST_A,0.210876435,-0.130474046,1.675402641,0.100052714,0.141849712,-0.334153026,0.926396132
1749911365,ST_B,0.069039106,-0.099751994,1.718537211,0.30403015,0.083694637,-0.041796394,0.948058009
1749911365,ST_D,0.153205171,-0.019487415,1.686721802,-0.093135215,0.085743144,0.413762271,0.90154022
1749911365,snake_tip,0.079070896,-0.088580877,1.197657108,-0.011120335,0.118426397,-0.343537003,0.931576014
1749911365,ST_C,0.141766489,-0.185265914,1.697460413,-0.060829826,-0.019278122,-0.345138073,0.936380088
1749911365,ST_A,0.210744068,-0.129452765,1.674595237,0.112250432,0.156070009,-0.32496047,0.925981998
1749911365,ST_B,0.068038538,-0.099565148,1.718757987,0.268465519,0.080078162,-0.047984231,0.958755016
1749911365,ST_D,0.152259499,-0.019263942,1.685994148,-0.107626706,0.086689286,0.412888318,0.900235891
1749911365,snake_tip,0.079124846,-0.087636828,1.196857214,-0.007558621,0.124227799,-0.344462574,0.93051368
1749911365,ST_C,0.141582325,-0.185585395,1.69636178,-0.048997737,-0.019181451,-0.348625362,0.935783982
1749911365,ST_A,0.210901111,-0.128746897,1.675819874,0.104950383,0.14057754,-0.312928587,0.93343401
1749911365,ST_B,0.067834668,-0.09991505,1.718468666,0.310235232,0.082671836,-0.042419981,0.946107805
1749911365,ST_D,0.152281195,-0.019789536,1.686961174,-0.096080691,0.079680108,0.41404894,0.901655734
