x,y,z,qx,qy,qz,qw,act1,act2
0.184317142,0.007733187,1.23963356,0.393164694,-0.011538456,-0.324778259,0.860120595,0.04200865482329197,-0.012417249551957388
0.183106467,0.051974282,1.263312817,0.483529806,0.030667014,-0.308153719,0.818718374,0.02710716151318915,-0.015982454016347902
0.198324963,0.114311256,1.306639314,0.590119541,0.049594879,-0.294800907,0.749927759,0.01270743050610651,-0.007625175877555068
0.182506487,0.02712558,1.255252123,0.479899079,0.020897575,-0.306816548,0.821659148,0.032920838669551256,-0.01926890086577654
0.173827901,-0.045353387,1.216924429,0.247252971,-0.048935998,-0.330634803,0.909478903,0.04852457481286465,-0.00956752565920127
0.164638773,-0.098342799,1.205269575,0.079023935,-0.067850649,-0.338052392,0.935345948,0.05079705418216418,-0.0002279880377812349
0.122086778,-0.073465861,1.20108974,0.123188227,0.069465376,-0.348319083,0.926646173,0.03696777755205999,-0.009662193395694962
0.114776708,-0.058201429,1.20247376,0.138302132,0.087176397,-0.350890189,0.922035217,0.024124447240119473,0.0035934469570123584
0.16264005,0.021321671,1.241792679,0.415012836,0.070301645,-0.319829464,0.848841071,0.013107039770714313,-0.014094924544203413
0.155964777,0.005261975,1.232672811,0.380307317,0.053433992,-0.325046331,0.8642084,0.03276097625888158,-0.01758314295210428
0.179164559,-0.071926333,1.212050319,0.165557489,-0.08803305,-0.335132033,0.923324108,0.05626096486061327,-0.006032544330860312
0.150428325,-0.099559925,1.203024745,0.055634376,-0.044338915,-0.34468475,0.936018884,0.052569791520534204,0.008582830083993187
0.078934245,-0.092220493,1.198630095,0.020295715,0.123806335,-0.347207963,0.929358244,0.035574489297661493,-0.004775799875507913
0.097023778,-0.10479369,1.196224093,-0.007057216,0.104612887,-0.34751305,0.931794524,0.012647483398783743,0.009161841172980134
0.097175881,-0.085781418,1.19737637,0.035689723,0.121280335,-0.347670078,0.929054856,0.028748308761718355,0.011924714697200578
0.144133359,-0.031158529,1.218924999,0.296816498,0.058354061,-0.326920122,0.895331204,0.003831195558497369,-0.005180671813210802
0.159600034,0.004084423,1.228921771,0.352326363,0.057290718,-0.336846411,0.871273994,0.010290352500190392,-0.013681269646148353
0.170923173,-0.11785686,1.193236232,0.031432297,-0.041008212,-0.361233383,0.93104291,0.0,0.0
0.140453517,-0.114618964,1.193577766,0.026502931,-0.00783632,-0.362784773,0.931463063,0.004420889942566508,-0.006497514858531728
0.119702399,-0.099783093,1.193610907,0.028582146,0.088457137,-0.363839537,0.926811278,-0.016775560259466915,0.007552040232036428
0.076747425,-0.08826492,1.205410242,0.022490211,0.219919786,-0.357009321,0.9075647,-0.014170352551236554,0.015454906411676295
0.016630426,-0.073995508,1.229576945,0.007397539,0.358696461,-0.347034931,0.866515398,-0.0017992601197591718,0.013402327532025027
0.053752877,-0.082918629,1.219083667,0.035861969,0.308454454,-0.346547127,0.885141134,-0.005779273084475511,0.006196380472585028
0.128868952,-0.020399503,1.228019357,0.297985435,0.176467374,-0.335050702,0.876244843,-0.029103576267330455,-0.001227554357857763
0.159833729,0.003870744,1.239946008,0.388072461,0.141372696,-0.336311936,0.846349716,-0.04016744823852514,-0.0008570893610693742
0.105193809,-0.031111181,1.220339537,0.200588077,0.224791571,-0.350133151,0.886927307,-0.025995482311808094,0.002402518303895318
0.049375229,-0.08236672,1.215450644,0.02725417,0.284934521,-0.355869859,0.889621377,-0.006439539910131131,0.008268312411401413
0.121594325,-0.124323927,1.192384005,-0.031864207,0.058910944,-0.362920314,0.92941004,-0.011843044317110751,-0.00039476974571045487
0.16188544,-0.119663864,1.195575476,0.017830497,-0.053427655,-0.355860293,0.932840288,-0.009935779281066981,-0.0017560701075945429
0.181416705,-0.128532439,1.197943807,0.027192848,-0.094732501,-0.356750548,0.928986192,-0.00615571166496337,0.0038808225677138264
0.114688501,-0.125565097,1.193221331,-0.034547806,0.054752339,-0.36277324,0.929625869,-0.02036787228379494,-0.016316118289220582
0.07569658,-0.091979876,1.206393719,0.036515474,0.212557018,-0.359001338,0.90807718,-0.010905528008699594,0.006358175250710751
0.169273973,0.007892733,1.23578155,0.382693648,0.089819349,-0.337228447,0.855426848,-0.04712571772222901,-0.0003679780812820277
0.180359721,0.045491248,1.26172328,0.494950265,0.080567956,-0.319805712,0.803901315,-0.054515636529607336,-0.005088451840631614
0.09006504,-0.037351713,1.229918122,0.26597932,0.240548357,-0.354184091,0.863681078,-0.033856713481341394,-0.0058332159699404085
0.098530225,-0.026691116,1.231237769,0.261339426,0.255498916,-0.33876878,0.866981983,-0.03556968862483223,0.0025937584431580674
0.131939322,-0.002249754,1.242272496,0.390231699,0.188090026,-0.306594819,0.847549975,-0.04329703969344284,-0.003557917186768844
0.069674,-0.039770771,1.232738495,0.201458827,0.312070638,-0.347763151,0.860864162,-0.03056241888812239,-0.0033580415984001966
0.030840185,-0.058082804,1.235864282,0.087577969,0.376673698,-0.340095133,0.857194483,-0.020984598245618158,-0.0019703706750749395
0.132843956,-0.012305635,1.235598922,0.359373093,0.181038871,-0.325071722,0.855806172,-0.042865891383823795,-0.0028347621703396775
0.101103991,-0.029552869,1.229468107,0.288906723,0.206027046,-0.349288762,0.867227256,-0.03532166047830032,-0.004188027590232346
0.074758396,-0.027843848,1.237003207,0.241421938,0.303336829,-0.342970461,0.855612934,-0.030060635672663483,-0.00047112750281047555
0.127964422,0.003721432,1.247704506,0.396015793,0.217724413,-0.324930221,0.830775499,-0.042525147449674394,-0.0013089084301631249
0.133601651,0.009890439,1.251397371,0.413317949,0.221612349,-0.299097747,0.831021547,-0.04407721507425372,-0.0017261540995053282
0.082911305,-0.06010478,1.219774127,0.141287103,0.253804177,-0.347245634,0.891651213,-0.02924288770645811,0.0020589758266629787
0.075161815,-0.086295538,1.205476999,0.051157668,0.201723114,-0.36135602,0.908907294,-0.02053043167980495,0.005129804640293056
