Time,RigidBody,x,y,z,qx,qy,qz,qw
1749907752,snake_tip,0.130814046,-0.039567471,1.194445014,0.037320882,-0.01193751,-0.267099559,0.962871969
1749907752,ST_D,0.045441192,-0.058147218,1.692632318,0.120884262,0.182129368,-0.230347753,0.948238313
1749907752,ST_C,0.188495502,0.017492699,1.696402669,0.010890493,-0.034651559,-0.284786195,0.95790273
1749907752,ST_A,0.123177409,-0.140057862,1.679285288,0.069943532,-0.054831937,-0.385404617,0.918457747
1749907752,ST_B,0.188169718,-0.097447254,1.700385571,0.012093717,-0.010677946,0.002327233,0.999867082
1749907752,snake_tip,0.131102726,-0.038041074,1.194521427,0.039217573,-0.011581121,-0.2670196,0.962823093
1749907752,ST_D,0.045407582,-0.05816365,1.692583084,0.120454744,0.181566849,-0.230711877,0.948312223
1749907752,ST_C,0.188688844,0.017433498,1.69631815,0.008907688,-0.037966859,-0.285354286,0.957628369
1749907752,ST_A,0.123269439,-0.139993057,1.679358602,0.069747962,-0.05584212,-0.385060281,0.918556213
1749907752,ST_B,0.188163176,-0.097414881,1.700354218,0.023056842,-0.030754557,-0.002411142,0.999258101
1749907752,snake_tip,0.131887496,-0.035082463,1.194827199,0.04299584,-0.011469975,-0.267699122,0.962474346
1749907752,ST_D,0.046113443,-0.058510784,1.692879558,0.147666901,0.180107608,-0.238816157,0.94272083
1749907752,ST_C,0.189737022,0.017181098,1.696016669,0.005108002,-0.039815418,-0.287147641,0.95704484
1749907752,ST_A,0.123513587,-0.139944032,1.679851532,0.052128479,-0.049844425,-0.37891221,0.922617912
1749907752,ST_B,0.188857228,-0.097711861,1.700347424,0.020400748,-0.027799677,-0.00416174,0.999396563
1749907752,snake_tip,0.132104725,-0.033031616,1.194603205,0.040192254,-0.00847041,-0.258968145,0.965012133
1749907752,ST_D,0.046321332,-0.058343377,1.693096638,0.160427243,0.185958937,-0.234683648,0.940535009
1749907752,ST_C,0.189504117,0.018334046,1.695869088,0.013270179,-0.030545428,-0.286733985,0.957431197
1749907752,ST_A,0.126195088,-0.139166161,1.678351402,0.081247717,-0.05819425,-0.371615797,0.922991753
1749907752,ST_B,0.191966012,-0.093634866,1.699808121,0.047286857,-0.064017355,0.029449437,0.996392667
1749907752,snake_tip,0.133009747,-0.030400766,1.195568919,0.059955075,-0.011383344,-0.259235978,0.963884056
1749907752,ST_D,0.044627398,-0.058498077,1.693590045,0.230886802,0.225877985,-0.20561935,0.923791707
1749907752,ST_C,0.188734055,0.017365949,1.696102858,-0.000816948,-0.041091856,-0.293068081,0.955207765
1749907752,ST_A,0.128489718,-0.138521075,1.682186604,0.052016772,-0.070035793,-0.341952115,0.935659111
1749907752,ST_B,0.191778541,-0.093104757,1.70202136,0.036067698,-0.049798094,0.050344758,0.996837258
1749907752,snake_tip,0.13241078,-0.033813391,1.194640994,0.040360767,-0.010081639,-0.265900731,0.963102341
1749907752,ST_D,0.044743512,-0.058086749,1.692970037,0.224534974,0.228352949,-0.202224433,0.925496757
1749907752,ST_C,0.187826142,0.018575978,1.6967839,0.020441599,-0.031879164,-0.279703259,0.959339321
1749907752,ST_A,0.129300371,-0.138546526,1.678642511,0.084453329,-0.064834043,-0.338399976,0.93495971
1749907752,ST_B,0.188668504,-0.095873393,1.699901342,-0.001665261,0.029942956,0.024563989,0.999248326
1749907752,snake_tip,0.131411493,-0.034811888,1.195970178,0.051032413,-0.01158842,-0.26638788,0.962444246
1749907752,ST_D,0.043951109,-0.057469171,1.6939224,0.189758137,0.201596394,-0.22168003,0.9349913
1749907752,ST_C,0.187590256,0.019813936,1.696291685,-0.01093899,-0.041439638,-0.28328073,0.958078861
1749907752,ST_A,0.128076747,-0.13784878,1.682926416,0.059450969,-0.084932409,-0.342464566,0.933793426
1749907752,ST_B,0.187953189,-0.095587164,1.702813148,-0.09499415,0.204570487,0.054381847,0.972712576
1749907752,snake_tip,0.130912557,-0.038343735,1.195186257,0.038705025,-0.011228895,-0.271182507,0.961683869
1749907752,ST_D,0.044058584,-0.057981383,1.693579912,0.146710768,0.171897978,-0.244082987,0.943053842
1749907752,ST_C,0.185713872,0.020119883,1.697862148,0.021448884,-0.035553109,-0.265398473,0.963244379
1749907752,ST_A,0.126121193,-0.138868406,1.679680228,0.08026696,-0.06558796,-0.361388534,0.926635742
1749907752,ST_B,0.187019065,-0.096377276,1.701160669,0.014580771,-0.021323409,0.000649965,0.999666095
1749907753,snake_tip,0.131012991,-0.038896259,1.195546031,0.040323906,-0.014366215,-0.275030732,0.960482001
1749907753,ST_D,0.04324555,-0.058088668,1.693874478,0.134691611,0.162087187,-0.244340062,0.946511447
1749907753,ST_C,0.187160105,0.019043976,1.6973809,0.008541397,-0.037882484,-0.286871374,0.957181692
1749907753,ST_A,0.122899808,-0.138750002,1.680674195,0.0733651,-0.070444569,-0.378401697,0.920036554
1749907753,ST_B,0.186373696,-0.096247986,1.70191884,0.00293319,-0.000820506,0.006853214,0.999971867
1749907753,snake_tip,0.131153777,-0.037913226,1.196153998,0.04007297,-0.011247066,-0.268460989,0.962391019
1749907753,ST_D,0.043370306,-0.056339279,1.694405198,0.189849481,0.20059438,-0.22046876,0.935474575
1749907753,ST_C,0.185455531,0.021602923,1.697851658,0.009869508,-0.0396908,-0.267393678,0.962718904
1749907753,ST_A,0.119563349,-0.137718201,1.68154943,0.06545575,-0.062463474,-0.401529133,0.911366105
