Time,RigidBody,x,y,z,qx,qy,qz,qw,Δx,Δy,Δz,Δqx,Δqy,Δqz,Δqw,ST_A_x_interp,ST_A_y_interp,ST_A_z_interp
1749911595,snake_tip,0.17519033,0.073280789,1.271747828,0.512374878,0.07582508,-0.306367278,0.798662424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
1749911595,ST_C,0.141013443,-0.199654683,1.683935165,-0.003563483,-0.158951759,-0.413926631,0.896318316,-0.03417688700000002,-0.272935472,0.412187337,-0.5421805981365884,0.0182651348951437,-0.13715771855655357,0.8287908928625332,,,
1749911595,ST_A,0.231392711,-0.12817581,1.684853435,-0.442973256,0.339165062,0.054416113,0.828118801,0.056202380999999996,-0.20145659900000001,0.4131056069999999,-0.67005813362414,0.3159172552527256,0.504536711743716,0.4434648711009217,0.231392711,-0.12817581,1.684853435
1749911595,ST_B,0.071816675,-0.115266681,1.703575492,0.066953897,-0.09370672,-0.054472398,0.99185127,-0.10337365500000001,-0.18854747,0.43182766399999983,-0.487565160277028,-0.14264943346382178,0.20727596329175096,0.8360430782309984,,,
1749911595,ST_D,0.183513075,-0.043163911,1.731642485,-0.248942316,0.05918606,0.25110811,0.933525324,0.008322744999999993,-0.1164447,0.459894657,-0.6399627961814794,-0.07590865336650442,0.5357537148350741,0.545576257628651,,,
1749911595,snake_tip,0.173232898,0.067449808,1.268807411,0.505982101,0.076999962,-0.30454728,0.803308249,-0.001957432000000009,-0.005830980999999999,-0.0029404170000000285,-0.006988127533984149,0.0016120804048553178,0.0039636054159312775,0.999966427987682,,,
1749911595,ST_C,0.140510321,-0.200032413,1.684377193,-0.003862711,-0.161107868,-0.413322002,0.896211028,-0.03468000900000001,-0.273313202,0.4126293649999999,-0.5429793752920256,0.016333145452544218,-0.13778975374860122,0.8282032420420773,,,
1749911595,ST_A,0.230785906,-0.128757551,1.685673833,-0.447993994,0.335991025,0.053587947,0.826764643,0.05559557600000001,-0.20203833999999998,0.413926005,-0.6744094140872554,0.31544748364947744,0.5022148373212416,0.43982392434256723,0.230785906,-0.128757551,1.685673833
1749911595,ST_B,0.072087467,-0.114393957,1.705839396,0.194727764,-0.050875809,-0.021973047,0.979290485,-0.103102863,-0.187674746,0.4340915679999999,-0.36349489433917426,-0.16328715781743736,0.24164078415945783,0.8847703076573367,,,
1749911595,ST_D,0.182099059,-0.04246388,1.733261228,-0.237445742,0.046031848,0.265491664,0.933281779,0.006908729000000002,-0.115744669,0.46151339999999985,-0.6335955036933104,-0.097287904305549,0.5395550788524025,0.5458682242629923,,,
1749911595,snake_tip,0.169922113,0.055245146,1.262217641,0.489156097,0.073437966,-0.315202355,0.809926331,-0.005268216999999992,-0.018035642999999997,-0.00953018700000019,-0.025716564373657883,0.008879761138523033,-0.003067882737196291,0.9996251278626649,,,
