Time,x,y,z,qx,qy,qz,qw,Δx,Δy,Δz,Δqx,Δqy,Δqz,Δqw,ST_A_x_interp,ST_A_y_interp,ST_A_z_interp
1749908855.0,,,,,,,,,,,,,,,,,
1749908855.04004,0.048700999494210244,-0.055621603944546696,1.6890867586016236,0.2837668173354483,0.052757533471168516,0.06448900142852879,0.9522615759192896,-0.02758476550578976,0.1369842640554533,0.44383999060162366,0.6478082949192762,-0.005932336648281172,0.2754409465237091,0.7061935792889983,,,
1749908855.08008,0.05443494798842048,-0.0528546208890934,1.689928101203247,0.27935316467089655,0.04809434794233704,0.050427216857057575,0.9519032418385792,-0.02185081701157952,0.13975124711090658,0.44468133320324715,0.6425078784843438,-0.014586016713940943,0.2649048455601529,0.7112033497562894,,,
1749908855.12012,0.06016889648263073,-0.0500876378336401,1.6907694438048706,0.2749395120063448,0.04343116241350556,0.036365432285586356,0.9515449077578688,-0.016116868517369282,0.1425182301663599,0.4455226758048707,0.6372074620494114,-0.023239696779600715,0.2543687445965967,0.7162131202235805,,,
1749908855.16016,0.06590284497684097,-0.047320654778186796,1.6916107864064942,0.2705258593417931,0.03876797688467407,0.022303647714115145,0.9511865736771584,-0.010382920023159041,0.1452852132218132,0.44636401840649426,0.6319070456144789,-0.03189337684526049,0.24383264363304052,0.7212228906908716,,,
1749908855.2002003,0.07163682761389088,-0.04455365524671197,1.6924521340178986,0.2661121803961132,0.034104763588869096,0.008241779411641365,0.9508282374627449,-0.004648937386109133,0.14805221275328803,0.4472053660178987,0.6266065976181767,-0.04054710843932365,0.23329647993219144,0.7262326909888789,,,
1749908855.2402403,0.07737077610810113,-0.041786672191258666,1.693293476619522,0.26169852773156144,0.029441578060037617,-0.005820005159829847,0.9504699033820345,0.0010850111081011082,0.15081919580874134,0.44804670861952217,0.6213061811832443,-0.049200788504983425,0.22276037896863524,0.73124246145617,,,
1749908855.2802804,0.08310472460231136,-0.03901968913580536,1.6941348192211456,0.2572848750670097,0.02477839253120613,-0.01988178973130106,0.9501115693013241,0.006818959602311346,0.15358617886419462,0.4488880512211457,0.6160057647483119,-0.0578544685706432,0.21222427800507904,0.736252231923461,,,
1749908855.3203204,0.0888386730965216,-0.03625270608035207,1.6949761618227692,0.25287122240245796,0.020115207002374652,-0.03394357430277227,0.9497532352206137,0.012552908096521584,0.15635316191964793,0.4497293938227693,0.6107053483133795,-0.06650814863630296,0.2016881770415228,0.7412620023907521,,,
1749908855.3603604,0.09457262159073185,-0.033485723024898766,1.6958175044243926,0.24845756973790623,0.015452021473543166,-0.048005358874243495,0.9493949011399033,0.018286856590731822,0.15912014497510124,0.45057073642439277,0.6054049318784471,-0.07516182870196274,0.19115207607796664,0.7462717728580432,,,
1749908855.4004004,0.10030657008494209,-0.030718739969445463,1.6966588470260162,0.2440439170733545,0.010788835944711687,-0.06206714344571469,0.9490365670591929,0.024020805084942067,0.16188712803055452,0.4514120790260163,0.6001045154435147,-0.0838155087676225,0.1806159751144104,0.7512815433253344,,,
1749908855.4404404,0.10604051857915234,-0.027951756913992164,1.6975001896276398,0.23963026440880275,0.006125650415880209,-0.07612892801718592,0.9486782329784825,0.029754753579152304,0.16465411108600783,0.4522534216276399,0.5948040990085822,-0.09246918883328227,0.17007987415085424,0.7562913137926255,,,
1749908855.4804804,0.11177446707336258,-0.025184773858538866,1.6983415322292632,0.23521661174425101,0.0014624648870487228,-0.09019071258865712,0.9483198988977721,0.03548870207336255,0.16742109414146114,0.45309476422926337,0.5895036825736498,-0.10112286889894205,0.159543773187298,0.7613010842599166,,,
1749908855.5205204,0.11750841556757283,-0.022417790803085563,1.6991828748308868,0.23080295907969928,-0.003200720641782756,-0.10425249716012834,0.9479615648170616,0.04122265056757278,0.17018807719691442,0.4539361068308869,0.5842032661387174,-0.10977654896460182,0.1490076722237418,0.7663108547272077,,,
1749908855.5605605,0.12324236406178307,-0.01965080774763226,1.7000242174325104,0.22638930641514754,-0.007863906170614242,-0.11831428173159957,0.9476032307363512,0.046956599061783025,0.17295506025236773,0.45477744943251047,0.578902849703785,-0.1184302290302616,0.1384715712601856,0.7713206251944988,,,
