case,time,act_A,act_B,act_C,act_D,x,y,z,del_x,del_y,del_z,qx,qy,qz,qw,act_A_norm,act_B_norm,act_C_norm,act_D_norm,r6d_1,r6d_2,r6d_3,r6d_4,r6d_5,r6d_6,act_A_norm_t1,act_B_norm_t1,act_C_norm_t1,act_D_norm_t1,del_x_t1,del_y_t1,del_z_t1,r6d_1_t1,r6d_2_t1,r6d_3_t1,r6d_4_t1,r6d_5_t1,r6d_6_t1,qx_t1,qy_t1,qz_t1,qw_t1
../raw_mocap_data/Case8.csv,1749911945.8,-0.026943453067094246,0.048751034408720265,0.018118582998512836,0.0038199553436094515,0.04960453478000001,-0.08695448436,1.2164106535399999,-0.11305497622,0.030549896139999994,0.023062007039999832,0.009232493549927912,0.29660196261251337,-0.35173084900883816,0.8878217426334961,-0.32949879093782247,0.5961896143987416,0.22157706277105685,0.04671526934656307,0.5766253712598544,-0.6190718391965396,-0.5331540482198829,0.6300253420234035,0.752400341836745,-0.19225450323007498,-0.32556372396554695,0.5982851373630684,0.22640960038561622,0.04730125897134431,-0.11538094083,0.031306135959999995,0.02421136580999983,0.5700376669747077,-0.6162915310310401,-0.5433615803582814,0.6270895696587689,0.7536446132986039,-0.196922493563275,0.00890569487341407,0.30312173225146105,-0.3508537899888211,0.8859681270148354
../raw_mocap_data/Case8.csv,1749911945.9,-0.02726522751725721,0.04857968135313042,0.017723421456213223,0.0037720383727818502,0.05193049939000001,-0.08771072418000002,1.21526129477,-0.11072901161,0.029793656319999997,0.021912648269999835,0.009558859967400399,0.2900683062722831,-0.35259144023076966,0.8896337910446321,-0.33343385791009805,0.5940940914344148,0.21674452515649748,0.04612927972178183,0.5830793079446411,-0.6218090746834973,-0.5228498783475533,0.6328999639660483,0.7511758089442304,-0.1875434340859622,-0.32949879093782247,0.5961896143987416,0.22157706277105685,0.04671526934656307,-0.11305497622,0.030549896139999994,0.023062007039999832,0.5766253712598544,-0.6190718391965396,-0.5331540482198829,0.6300253420234035,0.752400341836745,-0.19225450323007498,0.009232493549927912,0.29660196261251337,-0.35173084900883816,0.8878217426334961
../raw_mocap_data/Case8.csv,1749911946.0,-0.02758700196742017,0.04840832829754057,0.01732825991391361,0.003724121401954249,0.054256464000000004,-0.08846696400000001,1.214111936,-0.108403047,0.029037416499999996,0.020763289499999837,0.009884778845578809,0.28352106913209707,-0.3534355233623226,0.8914041874093748,-0.3373689248823736,0.591998568470088,0.21191198754193813,0.04554329009700059,0.5893982683675876,-0.6245027248759308,-0.5124510004554842,0.6357128971416622,0.7499712439455503,-0.18279016839676684,-0.33343385791009805,0.5940940914344148,0.21674452515649748,0.04612927972178183,-0.11072901161,0.029793656319999997,0.021912648269999835,0.5830793079446411,-0.6218090746834973,-0.5228498783475533,0.6328999639660483,0.7511758089442304,-0.1875434340859622,0.009558859967400399,0.2900683062722831,-0.35259144023076966,0.8896337910446321
../raw_mocap_data/Case8.csv,1749911946.1,-0.027814105443509634,0.04726028504376527,0.013808265137439893,0.005237539392050869,0.059635999540000005,-0.08587974284000002,1.2134852861499998,-0.10302351146000001,0.031624637659999996,0.020136639649999854,0.022325278009885024,0.2718969907258352,-0.3544267410145787,0.8944021990412374,-0.3401462348508811,0.5779588363273185,0.16886501727916828,0.06405128892991208,0.6009074233760396,-0.6218597613089059,-0.5021958838903398,0.6461404649409275,0.7477665344311322,-0.1527995731367615,-0.3373689248823736,0.591998568470088,0.21191198754193813,0.04554329009700059,-0.108403047,0.029037416499999996,0.020763289499999837,0.5893982683675876,-0.6245027248759308,-0.5124510004554842,0.6357128971416622,0.7499712439455503,-0.18279016839676684,0.009884778845578809,0.28352106913209707,-0.3534355233623226,0.8914041874093748
../raw_mocap_data/Case8.csv,1749911946.2,-0.028041208919599096,0.04611224178998996,0.010288270360966174,0.006750957382147489,0.06501553508,-0.08329252168000001,1.2128586363,-0.09764397592000001,0.034211858819999996,0.01950998979999987,0.03475908280999444,0.2601913824286968,-0.35531168175129607,0.8971320189822217,-0.3429235448193886,0.5639191041845489,0.12581804701639843,0.08255928776282356,0.6121081066418188,-0.6194349452184457,-0.4915526568187677,0.6556110004515897,0.7450908299465475,-0.12253110305726869,-0.3401462348508811,0.5779588363273185,0.16886501727916828,0.06405128892991208,-0.10302351146000001,0.031624637659999996,0.020136639649999854,0.6009074233760396,-0.6218597613089059,-0.5021958838903398,0.6461404649409275,0.7477665344311322,-0.1527995731367615,0.022325278009885024,0.2718969907258352,-0.3544267410145787,0.8944021990412374
../raw_mocap_data/Case8.csv,1749911946.3,-0.028268312395688555,0.04496419853621465,0.006768275584492454,0.008264375372244108,0.07039507062,-0.08070530052000001,1.21223198645,-0.09226444038,0.036799079979999996,0.018883339949999887,0.04718246489736658,0.2484077542352742,-0.35609008021785815,0.8995928286799734,-0.34570085478789603,0.5498793720417793,0.08277107675362859,0.10106728659573505,0.622986884812454,-0.6172311847672443,-0.48053408401745895,0.6641131453450022,0.7419473395532964,-0.09202106014252245,-0.3429235448193886,0.5639191041845489,0.12581804701639843,0.08255928776282356,-0.09764397592000001,0.034211858819999996,0.01950998979999987,0.6121081066418188,-0.6194349452184457,-0.4915526568187677,0.6556110004515897,0.7450908299465475,-0.12253110305726869,0.03475908280999444,0.2601913824286968,-0.35531168175129607,0.8971320189822217
../raw_mocap_data/Case8.csv,1749911946.4,-0.02849541587177802,0.04381615528243935,0.003248280808018736,0.009777793362340729,0.07577460616000001,-0.07811807936000001,1.2116053366,-0.08688490484,0.039386301139999996,0.018256690099999907,0.059591699048771894,0.23654963953487848,-0.3567617030069667,0.9017838902464208,-0.34847816475640353,0.5358396398990097,0.03972410649085875,0.11957528542864652,0.6335307106069761,-0.6152511229986053,-0.4691533804277395,0.6716367027156371,0.7383398333440991,-0.061306036103103784,-0.34570085478789603,0.5498793720417793,0.08277107675362859,0.10106728659573505,-0.09226444038,0.036799079979999996,0.018883339949999887,0.622986884812454,-0.6172311847672443,-0.48053408401745895,0.6641131453450022,0.7419473395532964,-0.09202106014252245,0.04718246489736658,0.2484077542352742,-0.35609008021785815,0.8995928286799734
../raw_mocap_data/Case8.csv,1749911946.5,-0.02872251934786748,0.042668112028664044,-0.00027171396845498096,0.011291211352437347,0.0811541417,-0.07553085820000001,1.2109786867499999,-0.0815053693,0.041973522299999996,0.017630040249999923,0.0719830642833215,0.22462059405203222,-0.35732634872862984,0.9037045466790355,-0.35125547472491103,0.5217999077562401,-0.003322863771911086,0.13808328426155803,0.6437269384639557,-0.6134971346665522,-0.45742419530644995,0.6781726493105734,0.7342726379212978,-0.030422868490283056,-0.34847816475640353,0.5358396398990097,0.03972410649085875,0.11957528542864652,-0.08688490484,0.039386301139999996,0.018256690099999907,0.6335307106069761,-0.6152511229986053,-0.4691533804277395,0.6716367027156371,0.7383398333440991,-0.061306036103103784,0.059591699048771894,0.23654963953487848,-0.3567617030069667,0.9017838902464208
../raw_mocap_data/Case8.csv,1749911946.6,-0.028949622823956946,0.041520068774888744,-0.0037917087449287025,0.012804629342533968,0.08653367724,-0.07294363704000001,1.2103520369,-0.07612583376,0.04456074346,0.01700339039999994,0.08435284497822507,0.21262419478026479,-0.3577838480705507,0.9053542220578379,-0.3540327846934185,0.5077601756134705,-0.046369834034680965,0.1565912830944695,0.6535633397077464,-0.611971323387707,-0.4453605958559376,0.6837131463513854,0.7297506312078175,0.0005914034844818339,-0.35125547472491103,0.5217999077562401,-0.003322863771911086,0.13808328426155803,-0.0815053693,0.041973522299999996,0.017630040249999923,0.6437269384639557,-0.6134971346665522,-0.45742419530644995,0.6781726493105734,0.7342726379212978,-0.030422868490283056,0.0719830642833215,0.22462059405203222,-0.35732634872862984,0.9037045466790355
../raw_mocap_data/Case8.csv,1749911946.7,-0.029176726300046404,0.040372025521113436,-0.0073117035214024205,0.014318047332630588,0.09191321278,-0.07035641588000001,1.20972538705,-0.07074629822,0.04714796462,0.016376740549999956,0.09669733198294163,0.20056403890952995,-0.35813406384889584,0.9067324217180901,-0.3568100946619259,0.493720443470701,-0.08941680429745079,0.175099281927381,0.6630281172147432,-0.6106755191183519,-0.4329770503527921,0.6882515489354497,0.7247792365969117,0.03169958337190551,-0.3540327846934185,0.5077601756134705,-0.046369834034680965,0.1565912830944695,-0.07612583376,0.04456074346,0.01700339039999994,0.6535633397077464,-0.611971323387707,-0.4453605958559376,0.6837131463513854,0.7297506312078175,0.0005914034844818339,0.08435284497822507,0.21262419478026479,-0.3577838480705507,0.9053542220578379
../raw_mocap_data/Case8.csv,1749911946.8,-0.029403829776135867,0.03922398226733813,-0.010831698297876136,0.01583146532272721,0.09729274832,-0.06776919472000001,1.2090987372000002,-0.06536676268,0.049735185779999996,0.015750090699999976,0.10901282373139012,0.188443742747568,-0.3583768910494315,0.9078387323986244,-0.3595874046304335,0.4796807113279314,-0.13246377456022063,0.19360728076029246,0.6721099195620648,-0.6096112759597035,-0.4202884107955598,0.6917824140053997,0.7193644164477057,0.06286436209581525,-0.3568100946619259,0.493720443470701,-0.08941680429745079,0.175099281927381,-0.07074629822,0.04714796462,0.016376740549999956,0.6630281172147432,-0.6106755191183519,-0.4329770503527921,0.6882515489354497,0.7247792365969117,0.03169958337190551,0.09669733198294163,0.20056403890952995,-0.35813406384889584,0.9067324217180901
